g0,'-inf',6480.86475,0
g0,6480.86475,'+inf',1
g1,'-inf',4384.392199999999,2
g1,4384.392199999999,'+inf',3
g2,'-inf',3667.69755,4
g2,3667.69755,'+inf',5
